label,url,status_code,content_type,fetched_at_utc,bytes,sha256,filename
daum_kbank_lockup_20260209,https://v.daum.net/v/20260209140736579,200,text/html;charset=UTF-8,20260310T004855Z,95026,85016004639daa25827f2224ccb07d29c12e5121313282742a5a30eddb39a907,20260310T004855Z_daum_kbank_lockup_20260209.html
korearatings_kbank_ipo_bc_20260226_pdf,https://www.bondweb.co.kr/data/menu02/R03201312202602261123433880.pdf,200,application/pdf,20260310T004855Z,371703,fcf1d9d3e09bf5a2f8f506271ed7ebd62ef93e0a08bb2649aaea316ac257773d,20260310T004855Z_korearatings_kbank_ipo_bc_20260226_pdf.pdf
smarttoday_kbank_ipo_drop_20260306,https://www.smarttoday.co.kr/ko-kr/articles/104473,200,text/html; charset=utf-8,20260310T004855Z,139362,3a153c9688619d67d79193de471b9a50530a456721a386b92ca56dc31865007c,20260310T004855Z_smarttoday_kbank_ipo_drop_20260306.html
nate_kis_neutral_kbank_20260306,https://m.news.nate.com/view/20260306n10856,200,text/html; charset=euc-kr,20260310T004855Z,213638,9a982bbbaed0fbd87c9e29f91e4803fe900a0a31f3fac1616aa02346954891ca,20260310T004855Z_nate_kis_neutral_kbank_20260306.html
nate_kis_growth_limited_kbank_20260306,https://news.nate.com/view/20260306n25970,200,text/html; charset=euc-kr,20260310T004856Z,173465,040224d00979cc31bb31a141ad6dacb4a8f1de55064b1c7420883335d52dbe36,20260310T004856Z_nate_kis_growth_limited_kbank_20260306.html
